,WTI,NATGAS,GOLD,SILVER,CORN,WHEAT,COPPER,COFFEE
2019-02-28,-0.04636051983945077,-0.030469782089383567,0.0704818585558576,0.17426181857994152,0.11022042964868865,-0.09026427513641311,-0.33290542293475256,0.14503589321551216
2019-03-31,0.027747707666134953,-0.16393732108242484,-0.024106915374609662,0.06936445933153951,0.13992709454303578,-0.14251686914415482,-0.16943889439881077,0.2629607384592898
2019-04-30,0.05569267760702425,-0.2694906158132993,0.05727976186132645,-0.026152847818560854,0.09481001934485349,-0.1412003087113747,-0.06315622765676512,0.29221754118679577
2019-05-31,0.17206641433035094,-0.10140086946816766,-0.10912137143124513,-0.0605199446082433,0.11251345004103128,-0.17903886186484572,-0.04991895262749832,0.2154201356286179
2019-06-30,0.22450166952811182,0.015387630885337083,0.06998603230687463,0.023945359828821938,0.16617930745085463,-0.15483362212401094,-0.25749284236830866,-0.08767353550768037
2019-07-31,0.12633822941787376,-0.08453128674229296,0.12327890024686831,-0.08135022556645219,0.1628532127247596,-0.07765047320504737,-0.25646801448620743,0.08752965761049832
2019-08-31,0.13194110201022216,-0.05996214544499459,0.09000365867231457,-0.10599387254682954,0.07696917370107939,-0.15456616042356938,-0.17947782158460648,0.2010860656163839
2019-09-30,0.1603965118615056,-0.13649361381972944,0.14319673334674968,-0.13166853991518487,-0.011265981442857644,-0.2125719217201171,-0.007999943102110997,0.1964067547917448
2019-10-31,0.1579671782418678,-0.07275896188432546,0.2087021068928452,-0.22463747309998328,-0.027412751317062733,-0.15412141818383768,0.13333071486528708,-0.021069395514790944
2019-11-30,0.12234567243021777,-0.08115875163679882,0.28170386794561136,-0.17529418677272976,-0.14249725318789497,-0.09689399622707602,0.0959504596241709,-0.004155812175500353
2019-12-31,0.1114146443266025,-0.17182690932456257,0.2867481094615947,-0.08239657967150808,-0.16029080122848136,-0.07568637377155989,0.10183724621180293,-0.00979933600388815
2020-01-31,0.0876467252509355,-0.13115906985780137,0.32291541196472917,-0.024351169042366075,-0.25371598683167346,-0.09077377426815907,0.019991438561731145,0.06944642422260408
2020-02-29,-0.02617213910603086,-0.23117213217455526,0.2880156940209169,0.08886567944945904,-0.12136039182790231,0.010671257258997365,-0.12129533689151158,0.11244736927062664
2020-03-31,-0.02065759903378978,-0.2024376485327932,0.2697823405166301,0.1427070617901985,-0.15232898328591327,0.02326091266827807,-0.12457576914750379,0.0642496850248934
2020-04-30,0.023816245279771928,-0.14078278368493868,0.19706184431189067,0.18908033965377816,-0.21135461251903742,-0.08097638376488027,-0.06688622003114357,0.09004157075455922
2020-05-31,-0.05539164905445878,-0.20661706102683514,0.13052904155301953,0.18228485625010285,-0.1192194745171957,0.048483258252414375,-0.11877181540151037,0.13870284394446333
2020-06-30,-0.15148469882085397,-0.1733491704516882,0.08775723966688792,0.19364878682067357,-0.041351409671463855,0.13147042938696185,-0.13381472105599387,0.08712354412547656
2020-07-31,-0.1613313266611666,-0.1781489583968939,0.08156052872012648,0.12270049204307854,-0.014687207758655306,0.17268557319752145,-0.14583250718328428,0.12305340603927349
2020-08-31,-0.2084212811467955,-0.1835104708672485,0.13309715910462674,0.13611743996721448,-0.025429815331523355,0.1382570550392485,-0.08263843265443262,0.0925283458889103
2020-09-30,-0.20362958586574129,-0.1544195948834172,0.02851458710805335,0.17339483185816382,-0.05479560165665651,0.17529288102198134,-0.08715521759418497,0.12279770001180144
2020-10-31,-0.22455023592230647,-0.041247001167962836,0.02397741400732279,0.10421504011255116,-0.12808935643304298,0.2577405627232178,-0.10611340647668777,0.1140669831569083
2020-11-30,-0.2697859740310752,0.009995810387243344,0.12920250568692185,0.0020581318427224118,-0.1703261706714635,0.268537824831424,-0.0598878552974613,0.09020572725168836
2020-12-31,-0.23187778492141506,0.003924113328785591,0.14575468769736316,-0.06231875421265395,-0.15661801111131193,0.24814350413398137,-0.0491854497546191,0.10217769483986996
2021-01-31,-0.19613782715590222,0.025046841241508466,0.1644240795036316,-0.11153579496768103,-0.17112067471279313,0.2809161093349683,-0.021205703163623697,0.029612969919891693
2021-02-28,-0.27506884633874973,0.007433288014546117,0.09899510784781192,-0.16658561211063408,-0.05834554155061624,0.2585842892202389,0.10813503159836906,0.02685228331903405
2021-03-31,-0.29205330183428174,0.047479277920308385,0.19044195955823695,-0.17539660924489175,-0.03255008892082648,0.14677175481932314,0.02151987971164814,0.09378712799048333
2021-04-30,-0.25234483793297785,0.0423479201145334,0.2732945626263098,-0.24237205008392448,-0.005283111983097772,0.0855999557816694,0.08815429245053946,0.010603269026948123
2021-05-31,-0.1931878871759058,0.048022645280056175,0.394184550184673,-0.2142182895403856,-0.08628597242008469,-0.006307850863623806,0.0425110423514933,0.015281762183777503
2021-06-30,-0.14157110894499925,0.026354920368221787,0.4432199302024435,-0.1709670919137801,-0.11748881608526635,-0.06459434122103949,0.030425149429334695,-0.005378641834914825
2021-07-31,-0.13235459989566095,0.07683926565590948,0.3668738340497267,-0.06160880745998754,-0.169392615385889,0.05628690029436383,-0.03202766551999292,-0.10461631173846947
2021-08-31,-0.1141819440007314,0.09136319270646856,0.29638556697005203,-0.09630235157363778,0.050808446580652186,0.06144279374282725,-0.13574377739614704,-0.1537719270294838
2021-09-30,-0.1147725068963459,0.028763241562875238,0.38650948761749393,-0.04866178364001902,0.0714402660791328,0.013287004740498147,-0.08343978404525738,-0.25312592541837764
2021-10-31,-0.01439163768751847,-0.031988677052841155,0.4082776252874347,-0.00740526993190527,0.09172237471256524,-0.02857593512908822,-0.1060265270025423,-0.3116119531961045
2021-11-30,-0.05048791720285603,0.0006085718725823575,0.2963995262762758,0.09658809008848919,0.10640381176265262,-0.12020475499598433,-0.06860784108570632,-0.26069948671545334
2021-12-31,-0.0054890664987849586,0.02100328107625772,0.3080146759339595,0.09233135121597205,0.07865069177381069,-0.14004306046312376,-0.1167783778025262,-0.237689495235565
2022-01-31,-0.015440077193661122,-0.013195263330912067,0.24103834094457596,0.13104853650514073,0.12791312255028334,-0.12000135155478771,-0.08638342205687145,-0.2649798858637676
2022-02-28,0.02046285769192731,0.022230870532670255,0.28843131210709877,0.1326233685520413,0.03625159111626231,-0.10675513574664039,-0.13294134658908316,-0.2603035176642764
2022-03-31,0.03756450441454353,0.1148527477325944,0.0936570839923614,0.15618694621691154,0.09773871764358913,-0.19478341457887605,-0.04415919218207247,-0.2610573932390515
2022-04-30,0.09290707334649122,0.1313974321657765,-0.023602950255507592,0.20608492874011913,0.06961056574761312,-0.1335685420008755,-0.16259904965476915,-0.1802294580888478
2022-05-31,0.14568852540333038,0.08949754059094561,-0.13138530575098828,0.2074668486368606,0.05734708536886347,-0.055458750260657975,-0.18047566855951241,-0.1326802754288413
2022-06-30,0.02559019963335605,0.04812347322641707,-0.14976986866402364,0.4033860249457989,0.02290030219442804,-0.14608621526539048,-0.11494553058178619,-0.08919838548879963
2022-07-31,0.04780069586731874,0.04792932676642423,-0.1492903024569449,0.3165376095025285,-0.2074253124729983,-0.14328438507005686,0.015092212225274567,0.07264015563845393
2022-08-31,-0.055686924765989645,0.012005656143053206,-0.11206609157449025,0.2092499395770975,-0.11002393758198922,-0.22222304607753096,0.06670762310971631,0.21203678117013305
2022-09-30,0.0050792530531071,-0.20899175364069017,-0.020666288570996626,0.08288316864934857,0.02550451685699024,-0.27034195778831316,0.18856805279262143,0.19796500864793262
2022-10-31,0.1320738945985987,-0.11989561385643023,-0.1415168896354566,-0.04489051008955133,0.03656677405463057,-0.19369698641856184,0.27102989546821266,0.06032943587855813
2022-11-30,0.08773406341474187,-0.14558942608741135,-0.04023629565647763,0.14194493557517956,-0.1067058681998202,-0.20746841005629088,0.12840330981855722,0.14191769119152137
2022-12-31,0.23474458216880753,-0.051082114524759525,-0.32114866736280095,-0.022326575416273885,0.0252298360094705,-0.10544264269616561,0.12150630301914209,0.1185192788025799
2023-01-31,0.24088665957615604,0.04484497435378801,-0.21790796667777437,-0.06373599934222626,0.006924144648547836,-0.09607415509618458,-0.12228187888381474,0.2073442214215081
2023-02-28,0.2881863620137168,0.030752573163361187,-0.255406697266056,-0.08663126050480316,0.010119131749788133,-0.1112014632174518,-0.04676057901168899,0.17094193307313385
2023-03-31,0.3156613178397086,0.09735720678570495,-0.20106644815611602,-0.08395424134380285,-0.005436516849169515,-0.07642507719555294,-0.13311771645535864,0.08698147537458642
2023-04-30,0.29847248525740355,0.17226364445005093,-0.2275235601013406,-0.0416229362063711,-0.10497275472521411,-0.08142268645890915,-0.044458062508165065,0.02926387029254553
2023-05-31,0.23350986704629295,0.1760905538496239,-0.296729656702949,-0.08857736022135428,-0.08225479885678016,0.0002165498654512635,0.09018302923863186,-0.032438184218916526
2023-06-30,0.18972910092289508,0.2420893611555024,-0.22788360541856909,-0.06905881721182769,-0.04711533152168883,-0.06612810048904137,0.06818153792160256,-0.08981414535887297
2023-07-31,0.13180887459321583,0.26006739756985153,-0.16509244953259705,-0.11076597255375228,-0.04423422683161172,0.030272417336077457,0.07785131050085516,-0.17990735108203892
2023-08-31,0.14362571593834803,0.2471659985944781,-0.09847207284033613,-0.09423953702807115,-0.06586692608424786,0.05823027099621824,0.05097801447095556,-0.2414214640473448
2023-09-30,0.15674027986949013,0.12457908036847115,-0.08400756312923648,-0.05850812868709743,-0.018133319517718093,0.14238632101172874,0.07629431875030997,-0.33935098866594793
2023-10-31,0.11506821103039151,0.1143115324047119,-0.055237990477378915,-0.058551484472465797,0.05666561569267034,0.18523684393327827,0.02871779693894798,-0.38621052505015524
2023-11-30,0.15279650437354136,0.1773948422182427,-0.11558929313766803,-0.032190795944038904,0.025222943994496264,0.14458570941371973,-0.05949361633156277,-0.29272629458673033
2023-12-31,0.1242552236897868,0.19658746104302707,-0.14292013200262527,-0.011971665004092032,0.02350568080941146,0.15565163445777463,-0.19577697502149125,-0.14933122797179152
2024-01-31,0.15901925723985724,0.1767802295662979,-0.10368067432050293,-0.0683357718515953,0.06033135464198998,0.10386915855185491,-0.2182418802196569,-0.10974167360824486
2024-02-29,0.1259329910984259,0.23896211223974953,-0.050668907791358284,-0.12903167674082072,0.015035539146589215,0.12006935751523534,-0.1786233796227192,-0.14167603584510188
2024-03-31,0.1408526675405716,0.24086982557243414,-0.04965139563432253,-0.1227950535939368,-0.0035788018487889523,0.11827750688699425,-0.1671042570738772,-0.1568704918490745
2024-04-30,0.1769080549788782,0.14417890465547556,-0.063485157363339,-0.11375297403239193,-0.09431079361072635,0.17891304036564618,-0.12890870656983597,-0.09954236842370667
2024-05-31,0.18210173221694811,0.20171085301342348,-0.01696910965383544,-0.11387095939735639,-0.16481747228894286,0.11618741476962832,-0.15263103178932622,-0.05171142687053906
2024-06-30,0.22472070453549217,0.18499785380479639,-0.04457671158428142,-0.11279551729321366,-0.1473058710032,0.09028144165971144,-0.13953421949837427,-0.05578768062093064
2024-07-31,0.22537515101374112,0.16223968116452153,-0.10859200357580388,-0.1397361370893976,-0.13162876617696906,0.1123851678217374,-0.1181483626256246,-0.0018947305322048666
2024-08-31,0.21251171114673117,0.21736356162751463,-0.20671364034787862,-0.14996061837271307,0.022017325873753737,0.04378523300399987,-0.1433257412794082,0.004322168348000562
2024-09-30,0.2662252674133117,0.20327080406383669,-0.21102308106678858,-0.06598657817549364,-0.06930413298412832,0.030503928522851668,-0.13096139130962323,-0.022724816463966308
2024-10-31,0.22814050746320463,0.2179944346098858,-0.22943648253704538,-0.05775232350494438,-0.08347594073409591,0.0538650579269096,-0.08693421539684307,-0.042401037827071233
2024-11-30,0.20338927472729726,0.2332572476414811,-0.19625918211067686,-0.16319912457661556,-0.020328613147841002,-0.03332165780971931,-0.0868914223551473,0.06335347763122168
2024-12-31,0.16670885643103187,0.25859158190236137,-0.22596587408498847,-0.11078999546887186,-0.06223000515530077,-0.1010141252908389,0.011369020385213029,0.06333054128139379
